日付,開始価格,最高価格,最低価格,終値,ボリューム,時価総額
2016年5月29日,527.48,553.96,512.18,526.23,"148,736,992","8,226,500,096"
2016年5月28日,473.03,533.47,472.7,530.04,"181,199,008","7,375,779,840"
2016年5月27日,453.52,478.15,453.52,473.46,"164,780,992","7,070,009,856"
2016年5月26日,449.67,453.64,447.9,453.38,"65,203,800","7,008,500,224"
2016年5月25日,446.06,450.3,446.06,449.6,"65,231,000","6,950,689,792"
2016年5月24日,444.29,447.1,443.93,445.98,"65,783,100","6,921,460,224"
2016年5月23日,439.35,444.35,438.82,444.15,"50,582,500","6,842,469,888"
2016年5月22日,443.22,443.43,439.04,439.32,"39,657,600","6,900,700,160"
2016年5月21日,442.97,443.78,441.71,443.19,"42,762,300","6,895,229,952"
2016年5月20日,437.79,444.05,437.39,442.68,"81,987,904","6,813,080,064"
2016年5月19日,454.52,454.63,438.71,438.71,"96,027,400","7,072,090,112"
2016年5月18日,453.69,456,453.3,454.62,"86,850,096","7,057,390,080"
2016年5月17日,454.01,455.07,453.61,453.78,"64,100,300","7,060,729,856"
2016年5月16日,457.59,458.2,452.95,454.16,"59,171,500","7,114,740,224"
2016年5月15日,455.76,458.69,455.46,457.57,"28,514,000","7,084,760,064"
2016年5月14日,455.82,456.84,454.79,455.67,"37,209,000","7,084,100,096"
2016年5月13日,454.85,457.05,453.45,455.67,"60,845,000","7,067,270,144"
2016年5月12日,452.45,454.95,449.25,454.77,"59,849,300","7,028,329,984"
2016年5月11日,450.86,454.58,450.86,452.73,"50,605,200","7,002,229,760"
2016年5月10日,460.52,461.93,448.95,450.89,"58,956,100","7,150,369,792"
2016年5月9日,458.21,462.48,456.53,460.48,"55,493,100","7,112,509,952"
2016年5月8日,458.43,459.42,455.98,458.55,"40,315,000","7,114,059,776"
2016年5月7日,459.64,460.67,457.32,458.54,"38,364,500","7,131,120,128"
2016年5月6日,447.94,461.38,447.07,459.6,"72,796,800","6,947,800,064"
2016年5月5日,446.71,448.51,445.88,447.98,"50,440,800","6,926,989,824"
2016年5月4日,450.18,450.38,445.63,446.72,"50,407,300","6,978,950,144"
2016年5月3日,444.73,451.1,442.62,450.3,"59,366,400","6,892,689,920"
2016年5月2日,451.93,452.45,441.78,444.67,"92,127,000","7,002,610,176"
2016年5月1日,448.48,452.48,447.93,451.88,"40,660,100","6,947,429,888"
2016年4月30日,455.18,455.59,447.7,448.32,"69,322,600","7,049,460,224"
2016年4月29日,449.41,455.38,446.02,455.1,"49,258,500","6,958,329,856"
2016年4月28日,445.04,449.55,436.65,449.01,"74,064,704","6,889,169,920"
2016年4月27日,466.26,467.08,444.13,444.69,"93,564,896","7,216,189,952"
2016年4月26日,461.65,467.96,461.62,466.09,"78,971,904","7,143,059,968"
2016年4月25日,459.12,466.62,453.59,461.43,"87,091,800","7,102,490,112"
2016年4月24日,450.56,460.15,448.93,458.55,"68,198,400","6,968,569,856"
2016年4月23日,445.86,450.28,444.33,450.28,"50,485,400","6,894,280,192"
2016年4月22日,449.69,449.81,444.15,445.74,"58,804,400","6,951,860,224"
2016年4月21日,441.42,450.55,440.95,449.42,"68,204,704","6,822,320,128"
2016年4月20日,435.32,443.05,434.41,441.39,"72,890,096","6,726,369,792"
2016年4月19日,428.7,436.02,428.1,435.51,"52,810,500","6,622,450,176"
2016年4月18日,427.61,429.27,427.09,428.59,"55,670,900","6,604,149,760"
2016年4月17日,430.64,431.37,426.08,427.4,"52,125,900","6,649,169,920"
2016年4月16日,429.58,432.63,428.98,430.57,"39,392,800","6,631,309,824"
2016年4月15日,424.43,429.93,424.43,429.71,"54,801,500","6,550,349,824"
2016年4月14日,423.93,425.37,423.01,424.28,"45,281,000","6,541,029,888"
2016年4月13日,425.63,426.66,422.92,423.73,"69,060,400","6,565,470,208"
2016年4月12日,422.84,427.28,422.84,425.19,"70,728,800","6,520,869,888"
2016年4月11日,421.87,422.74,420.53,422.48,"50,747,500","6,504,289,792"
2016年4月10日,419.59,422.43,419.26,421.56,"73,478,600","6,467,330,048"
2016年4月9日,420.81,420.89,416.52,419.41,"49,792,700","6,484,409,856"
2016年4月8日,422.91,425.36,419.64,420.35,"63,454,700","6,515,189,760"
2016年4月7日,423.62,423.66,420.52,422.74,"57,858,600","6,524,680,192"
2016年4月6日,424.28,424.53,422.73,423.41,"59,091,000","6,533,259,776"
2016年4月5日,421.02,424.26,420.61,424.03,"60,718,000","6,481,350,144"
2016年4月4日,421.3,422.34,419.6,421.44,"50,634,300","6,483,910,144"
2016年4月3日,421.17,421.58,419.7,420.9,"38,053,700","6,480,470,016"
2016年4月2日,418.42,422.08,418.42,420.87,"45,681,200","6,436,700,160"
2016年4月1日,416.76,418.17,415.83,417.96,"51,235,700","6,409,540,096"
2016年3月31日,415.26,418.37,415.26,416.73,"60,215,200","6,385,140,224"
2016年3月30日,416.83,416.83,412.5,414.82,"66,034,100","6,407,839,744"
2016年3月29日,424.3,426.2,412.68,416.52,"75,411,504","6,521,010,176"
2016年3月28日,426.55,426.86,423.29,424.23,"68,522,800","6,553,699,840"
2016年3月27日,418.14,428.8,417.71,426.77,"71,229,400","6,423,040,000"
2016年3月26日,417.36,418.99,416.26,417.95,"44,650,400","6,409,500,160"
2016年3月25日,416.51,418.08,415.56,417.18,"52,560,000","6,394,849,792"
2016年3月24日,418.42,418.68,415.49,416.39,"68,346,704","6,422,730,240"
2016年3月23日,418.16,419.27,417.36,418.04,"61,444,200","6,417,129,984"
2016年3月22日,413.13,418.38,412.53,418.09,"66,813,300","6,338,429,952"
2016年3月21日,413.42,413.42,410.38,413.31,"61,655,400","6,341,380,096"
2016年3月20日,410.4,414.63,410.4,413.76,"45,947,900","6,293,609,984"
2016年3月19日,409.27,410.98,407.23,410.44,"58,423,000","6,274,789,888"
2016年3月18日,420.55,420.55,406.14,409.55,"104,940,000","6,446,329,856"
2016年3月17日,417.89,421,417.89,420.62,"83,528,600","6,404,129,792"
2016年3月16日,416.89,417.69,415.91,417.01,"65,185,800","6,387,189,760"
2016年3月15日,416.39,418.13,414.98,416.83,"66,781,700","6,377,869,824"
2016年3月14日,414.2,416.68,414.2,416.44,"95,259,400","6,342,779,904"
2016年3月13日,411.65,416.6,411.64,414.07,"74,322,800","6,302,329,856"
2016年3月12日,421.61,421.8,410.09,411.62,"92,712,896","6,453,259,776"
2016年3月11日,417.24,423.93,417.01,421.69,"73,969,696","6,384,739,840"
2016年3月10日,414.74,417.51,413.25,417.13,"81,022,896","6,344,960,000"
2016年3月9日,413.89,416.03,411.61,414.86,"70,012,304","6,330,229,760"
2016年3月8日,414.46,416.24,411.09,413.97,"70,311,696","6,337,370,112"
2016年3月7日,407.76,415.92,406.31,414.32,"85,762,400","6,233,430,016"
2016年3月6日,400.52,411.91,395.78,407.71,"91,212,496","6,121,399,808"
2016年3月5日,410.78,411.26,394.04,400.57,"135,384,992","6,276,610,048"
2016年3月4日,421.84,425.18,410.94,410.94,"90,856,096","6,443,890,176"
2016年3月3日,423.91,425.37,419.41,421.65,"100,484,000","6,474,149,888"
2016年3月2日,435.13,435.92,423.99,423.99,"74,955,296","6,643,809,792"
2016年3月1日,437.92,439.65,432.32,435.12,"74,895,800","6,684,800,000"
2016年2月29日,433.44,441.51,431.69,437.7,"60,694,700","6,614,980,096"
2016年2月28日,432.57,435.68,423.82,433.5,"53,033,400","6,600,309,760"
2016年2月27日,432.84,434.23,428.1,432.52,"41,893,600","6,602,809,856"
2016年2月26日,424.63,432.15,421.62,432.15,"61,486,000","6,476,080,128"
2016年2月25日,425.04,427.72,420.42,424.54,"70,798,000","6,480,650,240"
2016年2月24日,420.96,425.55,413.91,424.95,"67,743,696","6,417,189,888"
2016年2月23日,438.26,439.86,417.82,420.74,"85,244,896","6,679,399,936"
2016年2月22日,438.99,439.05,432.92,437.75,"85,385,200","6,689,200,128"
2016年2月21日,437.77,448.05,429.08,438.8,"89,820,704","6,669,259,776"
2016年2月20日,421.6,441.98,421.6,437.16,"93,992,096","6,421,309,952"
2016年2月19日,422.73,423.1,417.6,420.79,"55,711,300","6,436,980,224"
2016年2月18日,416.57,426,415.64,422.37,"76,752,600","6,341,429,760"
2016年2月17日,407.66,421.17,406.78,416.32,"83,193,600","6,204,149,760"
2016年2月16日,401.43,408.95,401.43,407.49,"73,093,104","6,108,040,192"
2016年2月15日,407.57,410.38,397.75,400.18,"74,070,496","6,199,849,984"
2016年2月14日,392.93,407.23,392.93,407.23,"74,469,800","5,975,580,160"
2016年2月13日,384.64,391.86,384.64,391.86,"61,911,700","5,847,989,760"
2016年2月12日,379.69,384.95,379.6,384.26,"67,042,800","5,771,039,744"
2016年2月11日,382.11,383.13,376.4,379.65,"74,375,600","5,806,110,208"
2016年2月10日,376.15,385.48,375.78,381.65,"85,130,896","5,713,880,064"
2016年2月9日,373.42,377.25,372.9,376.03,"55,318,500","5,670,880,256"
2016年2月8日,376.76,379.88,373.33,373.45,"47,671,100","5,720,099,840"
2016年2月7日,376.51,380.87,374.9,376.62,"37,076,300","5,714,760,192"
2016年2月6日,386.59,386.63,372.39,376.52,"49,249,300","5,865,739,776"
2016年2月5日,388.9,391.09,385.57,386.55,"43,825,000","5,898,959,872"
2016年2月4日,370.17,391.61,369.99,389.59,"69,285,504","5,613,380,096"
2016年2月3日,374.65,374.95,368.05,369.95,"45,933,400","5,679,529,984"
2016年2月2日,372.92,375.88,372.92,374.45,"40,378,700","5,651,689,984"
2016年2月1日,369.35,378.07,367.96,373.06,"51,656,700","5,596,089,856"
2016年1月31日,378.29,380.35,367.83,368.77,"37,894,300","5,729,869,824"
2016年1月30日,378.86,380.92,376.49,378.26,"30,284,400","5,736,759,808"
2016年1月29日,380.11,384.38,365.45,379.47,"86,125,296","5,753,970,176"
2016年1月28日,395.15,395.5,379.73,380.29,"59,247,900","5,980,179,968"
2016年1月27日,392.44,396.84,391.78,394.97,"47,424,400","5,937,780,224"
2016年1月26日,392,397.77,390.58,392.15,"58,147,000","5,929,520,128"
2016年1月25日,402.32,402.32,388.55,391.73,"59,062,400","6,083,899,904"
2016年1月24日,388.1,405.48,387.51,402.97,"54,824,800","5,867,299,840"
2016年1月23日,382.43,394.54,381.98,387.49,"56,247,400","5,779,890,176"
2016年1月22日,409.75,410.41,375.28,382.49,"91,546,600","6,190,940,160"
2016年1月21日,419.63,422.88,406.3,410.26,"68,338,000","6,338,800,128"
2016年1月20日,379.74,425.27,376.6,420.23,"121,720,000","5,734,759,936"
2016年1月19日,387.03,387.73,378.97,380.15,"46,819,800","5,843,509,760"
2016年1月18日,381.73,388.1,376.67,387.17,"54,403,900","5,761,939,968"
2016年1月17日,387.15,390.96,380.09,382.3,"45,319,600","5,842,270,208"
2016年1月16日,365.07,390.56,354.91,387.54,"120,352,000","5,507,789,824"
2016年1月15日,430.26,430.26,364.33,364.33,"153,351,008","6,489,869,824"
2016年1月14日,432.29,433.32,427.85,430.31,"43,945,500","6,519,110,144"
2016年1月13日,434.67,435.19,424.44,432.37,"173,888,000","6,553,350,144"
2016年1月12日,448.18,448.18,435.69,435.69,"115,607,000","6,755,219,968"
2016年1月11日,448.7,450.66,443.86,448.43,"40,450,000","6,761,090,048"
2016年1月10日,448.24,448.31,440.35,447.99,"35,995,900","6,752,209,920"
2016年1月9日,453.38,454.64,446.89,447.61,"32,278,000","6,828,000,256"
2016年1月8日,457.54,462.93,447.94,453.23,"56,993,000","6,888,600,064"
2016年1月7日,430.01,458.77,429.08,458.05,"87,562,200","6,472,580,096"
2016年1月6日,431.86,431.86,426.34,429.11,"34,042,500","6,498,829,824"
2016年1月5日,433.07,434.18,429.68,431.96,"34,522,600","6,515,380,224"
2016年1月4日,430.06,434.52,429.08,433.09,"38,477,500","6,468,179,968"
2016年1月3日,433.58,433.74,424.71,430.01,"39,633,800","6,519,499,776"
2016年1月2日,434.62,436.06,431.87,433.44,"30,096,600","6,533,629,952"
2016年1月1日,430.72,436.25,427.52,434.33,"36,278,900","6,473,529,856"
2015年12月31日,425.88,432.92,418.73,430.57,"45,996,600","6,399,190,016"
2015年12月30日,433.3,434.39,422.08,426.62,"46,889,400","6,508,959,744"
2015年12月29日,422.1,432.98,420.63,432.98,"51,596,500","6,339,010,048"
2015年12月28日,423.34,429.77,418.48,422.28,"49,638,600","6,356,100,096"
2015年12月27日,416.51,424.01,408.88,422.82,"53,591,200","6,251,440,128"
2015年12月26日,455.76,457.49,405.76,417.27,"116,166,000","6,838,479,872"
2015年12月25日,454.86,458.3,452.08,455.65,"39,078,500","6,823,119,872"
2015年12月24日,443.09,458.46,443.08,454.98,"57,157,200","6,645,120,000"
2015年12月23日,436.72,444.53,436.62,442.4,"47,161,400","6,547,850,240"
2015年12月22日,437.44,443.69,435.52,436.57,"50,840,400","6,556,959,744"
2015年12月21日,442.84,444.73,427.31,438.64,"77,639,696","6,636,279,808"
2015年12月20日,462.23,462.64,434.34,442.68,"75,409,400","6,925,029,888"
2015年12月19日,463.55,465.58,456.77,462.32,"47,892,700","6,942,949,888"
2015年12月18日,455.85,465.18,454.94,463.62,"60,220,100","6,825,639,936"
2015年12月17日,454.78,457.86,448.86,456.08,"47,978,400","6,807,849,984"
2015年12月16日,465.21,465.21,443.85,454.93,"107,944,000","6,962,089,984"
2015年12月15日,443.88,465.32,443.88,465.32,"83,121,104","6,640,849,920"
2015年12月14日,433.27,447.14,430.46,444.18,"130,496,000","6,480,070,144"
2015年12月13日,431.66,441.68,426.27,433.76,"55,050,600","6,454,430,208"
2015年12月12日,452.33,469.1,410.74,435,"131,969,000","6,761,730,048"
2015年12月11日,415.28,451.94,415.28,451.94,"110,944,000","6,206,150,144"
2015年12月10日,417.99,419.51,411.55,415.48,"52,138,900","6,244,360,192"
2015年12月9日,414.44,423.12,406.29,417.56,"90,917,200","6,189,620,224"
2015年12月8日,395.75,415.56,389.95,415.56,"57,801,400","5,908,810,240"
2015年12月7日,389.98,399.97,385.41,395.54,"63,455,800","5,821,139,968"
2015年12月6日,389.55,402.81,387.09,388.78,"77,762,000","5,813,289,984"
2015年12月5日,363.72,389.79,363.23,388.95,"66,282,200","5,426,180,096"
2015年12月4日,361.26,363.52,355.76,363.18,"35,784,100","5,388,109,824"
2015年12月3日,359.33,370.27,357.41,361.05,"50,714,900","5,358,040,064"
2015年12月2日,361.85,362.23,349.46,359.19,"54,160,500","5,394,070,016"
2015年12月1日,377.41,378.93,356.56,362.49,"60,452,200","5,624,580,096"
2015年11月30日,371.44,382.36,370.38,377.32,"71,701,600","5,534,000,128"
2015年11月29日,357.47,371.94,355.67,371.29,"40,409,300","5,324,610,048"
2015年11月28日,357.14,359.54,352.17,357.38,"36,816,600","5,318,300,160"
2015年11月27日,351.86,363.59,347.87,358.04,"55,179,100","5,238,499,840"
2015年11月26日,328.3,366.76,328.23,352.68,"106,105,000","4,886,329,856"
2015年11月25日,320.05,329.13,316.77,328.21,"41,666,900","4,762,229,760"
2015年11月24日,323.01,323.06,318.12,320.05,"29,362,600","4,805,159,936"
2015年11月23日,324.35,325.12,321.29,323.05,"27,478,900","4,823,699,968"
2015年11月22日,326.98,327.01,321.26,324.54,"23,439,400","4,861,340,160"
2015年11月21日,322.09,328.16,319.6,326.93,"28,200,500","4,787,339,776"
2015年11月20日,326.41,326.47,312.22,322.02,"53,152,900","4,850,169,856"
2015年11月19日,334.68,335.33,325.27,326.15,"45,011,100","4,971,879,936"
2015年11月18日,334.59,336.53,330.64,334.59,"43,783,800","4,969,330,176"
2015年11月17日,330.36,338.35,329.61,335.09,"51,001,600","4,905,260,032"
2015年11月16日,319.73,331.63,315.9,330.75,"47,980,100","4,746,070,016"
2015年11月15日,333.05,334.66,317.49,320.17,"44,213,100","4,942,419,968"
2015年11月14日,336.62,338.18,329.97,332.91,"38,612,000","4,994,250,240"
2015年11月13日,338.5,340.91,326.08,336.75,"52,003,000","5,020,700,160"
2015年11月12日,314.08,345.08,313.36,338.15,"78,477,800","4,657,240,064"
2015年11月11日,339.82,340.58,301,311.08,"107,070,000","5,037,510,144"
2015年11月10日,379.98,381.39,329.11,336.82,"95,797,904","5,631,519,744"
2015年11月9日,374.32,385.28,362.89,380.26,"68,224,400","5,546,240,000"
2015年11月8日,384.28,389.89,368.7,373.37,"51,817,600","5,692,389,888"
2015年11月7日,374.27,390.59,372.43,386.48,"56,625,100","5,542,680,064"
2015年11月6日,388.05,395.84,354.02,374.47,"122,687,000","5,745,319,936"
2015年11月5日,408.08,447.56,374.58,386.35,"151,824,992","6,040,410,112"
2015年11月4日,403.66,495.56,380.55,411.56,"263,900,000","5,973,510,144"
2015年11月3日,361.87,417.9,357.65,403.42,"206,162,000","5,353,679,872"
2015年11月2日,325.94,365.36,323.21,361.19,"101,918,000","4,820,850,176"
2015年11月1日,315.01,327.47,311.88,325.43,"37,001,100","4,657,889,792"
2015年10月31日,328.51,332.78,309.25,314.17,"48,598,100","4,856,410,112"
2015年10月30日,313.94,334.17,313.94,328.02,"78,305,000","4,639,690,240"
2015年10月29日,304.32,318.17,301.82,313.86,"64,495,900","4,496,390,144"
2015年10月28日,293.7,306.33,293.7,304.62,"50,808,100","4,338,429,952"
2015年10月27日,285.18,296.21,285.01,293.79,"46,331,800","4,211,500,032"
2015年10月26日,283.63,285.3,280.51,285.3,"32,108,800","4,187,409,920"
2015年10月25日,281.45,294.06,281.45,283.68,"45,717,100","4,154,099,968"
2015年10月24日,276.5,281.71,276.5,281.65,"25,942,400","4,080,140,032"
2015年10月23日,273.65,278.68,273.54,276.5,"29,442,500","4,037,009,920"
2015年10月22日,266.5,276.51,266.14,274.02,"37,808,600","3,930,500,096"
2015年10月21日,269.31,270.77,263.84,266.27,"25,637,300","3,970,980,096"
2015年10月20日,263.57,270.83,263.23,269.46,"30,889,800","3,885,570,048"
2015年10月19日,261.86,264.82,260.95,263.44,"25,258,800","3,859,269,888"
2015年10月18日,270.91,271.67,260.78,261.64,"22,434,300","3,991,620,096"
2015年10月17日,262.75,273.58,262.37,270.64,"43,199,600","3,870,490,112"
2015年10月16日,254.3,266.14,253.93,262.87,"35,901,500","3,745,090,048"
2015年10月15日,252.11,255.96,252.05,254.32,"25,223,500","3,711,800,064"
2015年10月14日,249.49,254.27,248.9,251.99,"27,462,600","3,672,369,920"
2015年10月13日,245.2,250.24,243.76,249.51,"28,198,500","3,608,339,968"
2015年10月12日,246.88,247.45,245.18,245.31,"17,388,300","3,632,110,080"
2015年10月11日,244.74,247.24,244.15,247.05,"16,827,300","3,599,840,000"
2015年10月10日,243.74,245.32,243.07,244.94,"15,912,700","3,584,120,064"
2015年10月9日,242.5,244.23,242.12,243.93,"17,353,100","3,565,090,048"
2015年10月8日,243.07,244.25,242.18,242.3,"18,515,300","3,572,730,112"
2015年10月7日,246.17,246.68,242.59,242.97,"22,999,200","3,617,400,064"
2015年10月6日,240.36,246.93,240.14,246.06,"27,535,100","3,531,229,952"
2015年10月5日,238.15,240.38,237.04,240.38,"23,335,900","3,497,740,032"
2015年10月4日,238.53,238.97,237.94,238.26,"12,999,000","3,502,459,904"
2015年10月3日,237.2,239.32,236.94,238.73,"16,482,700","3,482,099,968"
2015年10月2日,237.26,238.54,236.6,237.29,"19,677,900","3,482,190,080"
2015年10月1日,236,238.45,235.62,237.55,"20,488,800","3,462,799,872"
2015年9月30日,236.64,237.73,235.63,236.06,"19,743,500","3,471,280,128"
2015年9月29日,239.02,239.8,235.93,236.69,"22,691,300","3,505,090,048"
2015年9月28日,232.84,239.34,232.47,239.14,"24,713,000","3,413,629,952"
2015年9月27日,234.14,234.53,232.48,232.76,"14,179,900","3,431,859,968"
2015年9月26日,235.08,235.4,233.36,234.34,"13,724,100","3,444,730,112"
2015年9月25日,234.36,237.43,233.68,235.14,"22,363,600","3,433,299,968"
2015年9月24日,230.36,235.65,230.29,234.53,"25,097,800","3,373,850,112"
2015年9月23日,230.94,231.84,229.59,230.28,"17,254,100","3,381,390,080"
2015年9月22日,226.97,232.39,225.12,230.62,"25,009,300","3,322,419,968"
2015年9月21日,231.22,231.22,226.52,227.09,"19,678,800","3,383,840,000"
2015年9月20日,231.4,232.37,230.91,231.21,"14,444,700","3,385,769,984"
2015年9月19日,232.86,233.21,231.09,231.49,"12,712,600","3,406,390,016"
2015年9月18日,233.52,234.35,232.18,232.98,"20,242,200","3,415,439,872"
2015年9月17日,229.08,230.29,228.93,229.81,"18,935,400","3,349,390,080"
2015年9月16日,230.25,231.21,227.4,229.09,"20,144,200","3,365,740,032"
2015年9月15日,230.49,259.18,229.82,230.3,"19,177,800","3,368,359,936"
2015年9月14日,230.61,232.44,227.96,230.64,"20,997,800","3,369,189,888"
2015年9月13日,235.24,235.93,229.33,230.51,"18,478,800","3,435,990,016"
2015年9月12日,239.85,240.12,234.75,235.23,"17,962,600","3,502,520,064"
2015年9月11日,238.33,241.17,238.33,240.11,"19,224,700","3,479,310,080"
2015年9月10日,238.34,241.29,235.79,238.48,"21,215,500","3,478,409,984"
2015年9月9日,243.41,244.42,237.82,238.17,"23,635,700","3,551,640,064"
2015年9月8日,239.85,245.78,239.68,243.61,"26,879,200","3,498,749,952"
2015年9月7日,239.93,242.11,238.72,239.85,"21,192,200","3,499,120,128"
2015年9月6日,234.87,242.91,234.68,239.84,"25,473,700","3,424,420,096"
2015年9月5日,230.2,236.14,229.44,235.02,"20,671,400","3,355,470,080"
2015年9月4日,227.21,230.9,227.05,230.3,"20,962,400","3,311,079,936"
2015年9月3日,229.32,229.6,226.67,227.18,"17,482,000","3,340,989,952"
2015年9月2日,228.03,230.58,226.48,229.28,"18,760,400","3,321,179,904"
2015年9月1日,230.26,231.22,226.86,228.12,"20,575,200","3,352,760,064"
2015年8月31日,229.11,231.96,225.91,230.06,"20,710,700","3,335,219,968"
2015年8月30日,229.9,232.07,226.25,228.76,"19,412,600","3,345,740,032"
2015年8月29日,231.55,233.22,227.33,229.78,"17,142,500","3,368,880,128"
2015年8月28日,224.7,235.22,220.93,231.4,"31,336,600","3,268,369,920"
2015年8月27日,226.05,228.64,223.68,224.77,"21,905,400","3,287,219,968"
2015年8月26日,222.08,231.18,220.2,225.83,"31,808,000","3,228,539,904"
2015年8月25日,210.07,226.32,199.57,221.61,"61,089,200","3,053,250,048"
2015年8月24日,228.11,228.14,210.44,210.49,"59,220,700","3,314,639,872"
2015年8月23日,230.38,232.71,225.58,228.17,"18,406,600","3,346,759,936"
2015年8月22日,232.66,234.96,222.7,230.39,"23,205,900","3,379,049,984"
2015年8月21日,235.35,236.43,231.72,232.57,"23,173,800","3,417,200,128"
2015年8月20日,226.9,237.37,226.9,235.35,"32,275,000","3,293,570,048"
2015年8月19日,225.67,237.41,222.77,226.68,"60,869,200","3,274,860,032"
2015年8月18日,257.93,257.99,211.08,211.08,"42,147,200","3,742,020,096"
2015年8月17日,258.49,260.51,257.12,257.98,"21,617,900","3,749,260,032"
2015年8月16日,261.87,262.44,257.04,258.51,"29,717,000","3,797,329,920"
2015年8月15日,265.53,266.67,261.3,261.55,"19,321,100","3,849,530,112"
2015年8月14日,264.13,267.47,261.48,265.68,"27,091,200","3,828,339,968"
2015年8月13日,266.18,266.23,262.84,264.08,"27,685,500","3,857,090,048"
2015年8月12日,270.6,270.67,265.47,266.38,"26,815,400","3,920,209,920"
2015年8月11日,264.34,270.39,264.09,270.39,"25,433,900","3,828,499,968"
2015年8月10日,265.48,267.03,262.6,264.47,"20,979,400","3,843,849,984"
2015年8月9日,261.12,267,260.47,265.08,"23,789,600","3,779,770,112"
2015年8月8日,279.74,279.93,260.71,261,"58,533,000","4,048,270,080"
2015年8月7日,278.74,280.39,276.37,279.58,"42,484,800","4,032,819,968"
2015年8月6日,281.91,281.91,278.4,278.58,"18,792,100","4,077,600,000"
2015年8月5日,284.85,285.5,281.49,281.88,"20,128,000","4,119,190,016"
2015年8月4日,281.23,285.71,281.23,285.22,"21,908,700","4,065,870,080"
2015年8月3日,282.81,285.47,280.23,281.23,"21,474,100","4,087,610,112"
2015年8月2日,280.45,283.03,277.53,282.61,"17,722,200","4,052,470,016"
2015年8月1日,284.69,284.93,278.11,281.6,"18,995,000","4,112,610,048"
2015年7月31日,287.7,288.96,282.34,284.65,"23,629,100","4,155,010,048"
2015年7月30日,289.1,290.13,286.57,287.72,"21,635,800","4,174,360,064"
2015年7月29日,294.48,294.54,288.78,289.59,"24,672,600","4,250,939,904"
2015年7月28日,293.63,296.65,293.42,294.43,"25,453,600","4,237,649,920"
2015年7月27日,292.64,297.77,287.45,293.62,"30,592,000","4,222,210,048"
2015年7月26日,288.64,293.05,287.71,292.69,"16,032,300","4,163,470,080"
2015年7月25日,288.16,290.73,286,288.7,"20,662,200","4,155,500,032"
2015年7月24日,276.01,289.25,275.25,288.28,"37,199,400","3,978,990,080"
2015年7月23日,277.34,278.11,275.72,276.05,"18,531,300","3,997,289,984"
2015年7月22日,275.66,277.67,274.38,277.22,"19,389,800","3,971,960,064"
2015年7月21日,278.88,280.55,275.42,275.83,"22,930,700","4,017,540,096"
2015年7月20日,273.5,278.98,272.96,278.98,"22,711,400","3,938,929,920"
2015年7月19日,274.77,275.67,272.51,273.61,"15,332,500","3,956,140,032"
2015年7月18日,279.33,282.53,274.08,274.9,"25,187,100","4,020,819,968"
2015年7月17日,278.09,280.28,272.04,279.47,"27,591,400","4,001,949,952"
2015年7月16日,286.04,291.18,275.24,278.09,"49,482,600","4,115,409,920"
2015年7月15日,288.05,293.25,285.37,285.83,"27,486,600","4,143,119,872"
2015年7月14日,292.03,296.15,286.64,287.46,"28,727,200","4,199,450,112"
2015年7月13日,310.83,310.95,281.01,292.05,"62,053,900","4,468,539,904"
2015年7月12日,293.14,314.39,292.51,310.87,"56,405,000","4,213,280,000"
2015年7月11日,284.88,298.51,283.53,293.11,"41,109,900","4,093,499,904"
2015年7月10日,269.16,294.59,268.8,284.89,"100,390,000","3,866,510,080"
2015年7月9日,270.83,272.33,267.09,269.23,"40,301,200","3,889,619,968"
2015年7月8日,265.98,272.97,264.39,270.79,"36,980,200","3,818,970,112"
2015年7月7日,269.96,271.34,264.83,266.21,"28,857,600","3,875,219,968"
2015年7月6日,271.11,277.42,267.6,269.03,"49,154,800","3,890,429,952"
2015年7月5日,260.8,274.51,258.7,271.91,"44,156,100","3,741,669,888"
2015年7月4日,256.49,261.46,254.2,260.89,"15,620,400","3,678,799,872"
2015年7月3日,255.46,257.08,253.51,256.34,"19,033,800","3,662,970,112"
2015年7月2日,258.55,261.63,254.12,255.41,"21,551,900","3,706,319,872"
2015年7月1日,263.35,265.17,255.77,258.62,"27,029,800","3,774,139,904"
2015年6月30日,257.04,267.87,255.95,263.07,"44,533,800","3,682,789,888"
2015年6月29日,248.72,257.17,248.58,257.06,"34,742,900","3,562,789,888"
2015年6月28日,250.96,251.17,247.43,249.01,"15,137,600","3,593,900,032"
2015年6月27日,243.55,251.34,243.12,250.99,"20,488,600","3,487,059,968"
2015年6月26日,242.6,243.75,241.55,243.59,"13,983,500","3,472,580,096"
2015年6月25日,240.37,243.33,240.37,242.8,"16,133,100","3,439,620,096"
2015年6月24日,244.28,244.34,240.51,240.51,"17,344,900","3,494,729,984"
2015年6月23日,246.93,247.3,243.13,244.3,"15,108,700","3,531,699,968"
2015年6月22日,243.97,247.92,243.78,246.99,"17,692,500","3,488,460,032"
2015年6月21日,245.1,245.22,241.88,243.94,"10,600,900","3,503,879,936"
2015年6月20日,244.53,245.83,240.63,245.21,"20,608,100","3,494,909,952"
2015年6月19日,249.04,250.98,243.79,244.61,"23,965,300","3,558,500,096"
2015年6月18日,249.43,252.11,244.13,249.01,"30,980,200","3,563,010,048"
2015年6月17日,250.82,256.85,246.48,249.28,"43,858,400","3,581,959,936"
2015年6月16日,236.76,251.74,236.12,250.9,"41,612,000","3,380,499,968"
